what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593093704686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593093708915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593093712861
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593093720195
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593093720713
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593093732633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593093740694
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593093751626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093753903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093754164
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593093754251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1593093755804
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593093757427
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593093759477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093761421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093761661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593093765980
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593093768511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1593093781630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093782350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093794078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593093799370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093801502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093842201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593093846987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593093869716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593093905010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593093908094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593093911014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094031107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094031983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094078485
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094080995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094089573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094100420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094104566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094117071
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094117349
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094117427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094121421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094142140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094146855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094178008
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094202735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094204206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094204415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094204502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094210586
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094210731
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094210836
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593094229844
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593094230984
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593094236496
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094279918
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094286774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094289984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094310115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094317585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094335682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1593094340980
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094344597
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094346185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094349810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094357016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094363379
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1593094374005
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1593094374041
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1593094374088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094380809
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094385328
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094385415
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094387409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094388906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094389127
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094393764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094397574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094407035
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094410413
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094417969
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094417993
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094419278
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094421221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094423565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094423793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094423860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094427505
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094427587
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094427702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593094454458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094456471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593094457923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094466421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094469176
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1593094469186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094473433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094478171
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1593094478181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094485945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094488736
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1593094488803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1593094498589
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1593094501752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1593094504002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593094504417
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094506323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094509574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094532973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094535312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094543972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094545470
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1593094545532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593094547753
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094550300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094551255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094566398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593094570864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593094575521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094583500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094589819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593094597324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593094621610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1593094647579
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094651143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094652275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094652487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094654317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094665715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593094672440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1593094691847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1593094696056
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094702680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094706646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094708656
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1593094710662
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094711167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094715195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094735289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094745049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094748024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094756345
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094759991
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094762484
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094765404
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1593094769068
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094771394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094774625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094786678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094787057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094787290
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1593094792423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094796107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1593094830086
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094831892
started,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1593094835036
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1593094835065
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1593094835249
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1593094836026
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1593094836027
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1593094836448
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1593094836850
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1593094837470
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1593094837932
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1593094838447
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1593094838491
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1593094838769
opened,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1593094839648
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1593094839743
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1593094840330
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1593094842040
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1593094842149
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1593094842155
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1593094842258
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1593094842262
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1593094852194
